review_profilename_index,recommendations
1030,"[Row(beer_beerid=51494, rating=5.276703357696533), Row(beer_beerid=42941, rating=5.203317165374756)]"
1031,"[Row(beer_beerid=51494, rating=5.244077682495117), Row(beer_beerid=42941, rating=5.225246906280518)]"
1034,"[Row(beer_beerid=51494, rating=4.937565803527832), Row(beer_beerid=35361, rating=4.851195812225342)]"
1046,"[Row(beer_beerid=52862, rating=4.542741298675537), Row(beer_beerid=51494, rating=4.410030364990234)]"
1047,"[Row(beer_beerid=65602, rating=5.294220447540283), Row(beer_beerid=45680, rating=5.27524995803833)]"
1051,"[Row(beer_beerid=52862, rating=4.868705749511719), Row(beer_beerid=46517, rating=4.7362775802612305)]"
1055,"[Row(beer_beerid=35361, rating=5.432478904724121), Row(beer_beerid=52862, rating=5.347029209136963)]"
1056,"[Row(beer_beerid=51494, rating=4.970441818237305), Row(beer_beerid=52862, rating=4.937785625457764)]"
1061,"[Row(beer_beerid=52862, rating=5.221689224243164), Row(beer_beerid=51494, rating=5.213441371917725)]"
1064,"[Row(beer_beerid=25702, rating=4.94926643371582), Row(beer_beerid=67231, rating=4.933831214904785)]"
1065,"[Row(beer_beerid=42941, rating=4.899013042449951), Row(beer_beerid=76115, rating=4.870549201965332)]"
1068,"[Row(beer_beerid=51494, rating=5.118743419647217), Row(beer_beerid=42941, rating=5.031861305236816)]"
1077,"[Row(beer_beerid=51494, rating=4.9565887451171875), Row(beer_beerid=42941, rating=4.862253665924072)]"
1084,"[Row(beer_beerid=51494, rating=5.449928283691406), Row(beer_beerid=42941, rating=5.431405067443848)]"
1085,"[Row(beer_beerid=51494, rating=5.205893039703369), Row(beer_beerid=42941, rating=5.11996603012085)]"
1088,"[Row(beer_beerid=51494, rating=4.8071770668029785), Row(beer_beerid=42941, rating=4.746370315551758)]"
1093,"[Row(beer_beerid=52862, rating=5.155649662017822), Row(beer_beerid=73262, rating=5.082570552825928)]"
1114,"[Row(beer_beerid=58479, rating=4.981204509735107), Row(beer_beerid=57390, rating=4.981204509735107)]"
1122,"[Row(beer_beerid=52862, rating=5.255364894866943), Row(beer_beerid=67231, rating=5.127151966094971)]"
1125,"[Row(beer_beerid=52862, rating=5.02915620803833), Row(beer_beerid=51494, rating=5.025938987731934)]"
1127,"[Row(beer_beerid=51494, rating=5.061531066894531), Row(beer_beerid=42941, rating=5.004061698913574)]"
1133,"[Row(beer_beerid=51494, rating=5.183897972106934), Row(beer_beerid=42941, rating=5.131405830383301)]"
1135,"[Row(beer_beerid=42941, rating=4.98916482925415), Row(beer_beerid=76115, rating=4.96768045425415)]"
1137,"[Row(beer_beerid=51494, rating=5.0962910652160645), Row(beer_beerid=35361, rating=5.044958591461182)]"
1139,"[Row(beer_beerid=51494, rating=5.123858451843262), Row(beer_beerid=58479, rating=5.099641799926758)]"
1143,"[Row(beer_beerid=51494, rating=5.462581634521484), Row(beer_beerid=42941, rating=5.387653350830078)]"
1145,"[Row(beer_beerid=51494, rating=5.220788955688477), Row(beer_beerid=35361, rating=5.071480751037598)]"
1148,"[Row(beer_beerid=51494, rating=5.161564350128174), Row(beer_beerid=42941, rating=5.119936466217041)]"
1156,"[Row(beer_beerid=51494, rating=5.265206336975098), Row(beer_beerid=52862, rating=5.237004280090332)]"
1157,"[Row(beer_beerid=51494, rating=4.847546100616455), Row(beer_beerid=52862, rating=4.812559127807617)]"
1160,"[Row(beer_beerid=51494, rating=4.63964319229126), Row(beer_beerid=46517, rating=4.621004104614258)]"
1163,"[Row(beer_beerid=42941, rating=5.08504581451416), Row(beer_beerid=45400, rating=5.032339572906494)]"
1165,"[Row(beer_beerid=42941, rating=5.0450568199157715), Row(beer_beerid=45680, rating=5.033946514129639)]"
1170,"[Row(beer_beerid=52862, rating=5.234647274017334), Row(beer_beerid=51494, rating=4.956727981567383)]"
1172,"[Row(beer_beerid=52862, rating=5.054454803466797), Row(beer_beerid=51494, rating=5.016657829284668)]"
1175,"[Row(beer_beerid=51494, rating=5.132905006408691), Row(beer_beerid=42941, rating=5.0932722091674805)]"
1176,"[Row(beer_beerid=42941, rating=5.265893936157227), Row(beer_beerid=51494, rating=5.260234355926514)]"
1183,"[Row(beer_beerid=52862, rating=4.851624488830566), Row(beer_beerid=51494, rating=4.849245071411133)]"
1190,"[Row(beer_beerid=52862, rating=5.024901390075684), Row(beer_beerid=51494, rating=4.986392498016357)]"
1197,"[Row(beer_beerid=51494, rating=5.629192352294922), Row(beer_beerid=35361, rating=5.573940277099609)]"
1198,"[Row(beer_beerid=51494, rating=5.2461395263671875), Row(beer_beerid=42941, rating=5.121694087982178)]"
1199,"[Row(beer_beerid=67231, rating=4.661942958831787), Row(beer_beerid=52862, rating=4.658573150634766)]"
1201,"[Row(beer_beerid=51494, rating=5.086156845092773), Row(beer_beerid=35361, rating=5.002094745635986)]"
1206,"[Row(beer_beerid=65602, rating=5.4497246742248535), Row(beer_beerid=76115, rating=5.400291442871094)]"
1207,"[Row(beer_beerid=52862, rating=4.875016689300537), Row(beer_beerid=51494, rating=4.79558801651001)]"
1208,"[Row(beer_beerid=45680, rating=4.735475063323975), Row(beer_beerid=48849, rating=4.653067588806152)]"
1210,"[Row(beer_beerid=51494, rating=5.9034624099731445), Row(beer_beerid=42941, rating=5.849857330322266)]"
1212,"[Row(beer_beerid=42941, rating=4.757988929748535), Row(beer_beerid=76115, rating=4.755940914154053)]"
1215,"[Row(beer_beerid=51494, rating=4.952182769775391), Row(beer_beerid=35361, rating=4.951177597045898)]"
1223,"[Row(beer_beerid=52862, rating=5.285466194152832), Row(beer_beerid=35361, rating=5.039860248565674)]"
1226,"[Row(beer_beerid=51494, rating=4.919283866882324), Row(beer_beerid=42941, rating=4.869300365447998)]"
1235,"[Row(beer_beerid=51494, rating=5.590086460113525), Row(beer_beerid=25702, rating=5.570071220397949)]"
1238,"[Row(beer_beerid=51494, rating=5.334972858428955), Row(beer_beerid=35361, rating=5.163595199584961)]"
1243,"[Row(beer_beerid=51494, rating=5.168139457702637), Row(beer_beerid=42941, rating=5.166746139526367)]"
1244,"[Row(beer_beerid=51494, rating=5.165562629699707), Row(beer_beerid=25702, rating=5.08246374130249)]"
1247,"[Row(beer_beerid=51494, rating=5.293272495269775), Row(beer_beerid=42941, rating=5.131776809692383)]"
1249,"[Row(beer_beerid=52862, rating=4.642446041107178), Row(beer_beerid=51494, rating=4.480224132537842)]"
1259,"[Row(beer_beerid=42941, rating=4.831008434295654), Row(beer_beerid=76115, rating=4.820143222808838)]"
1260,"[Row(beer_beerid=51494, rating=5.0459723472595215), Row(beer_beerid=42941, rating=5.028960227966309)]"
1265,"[Row(beer_beerid=42941, rating=5.164318084716797), Row(beer_beerid=35361, rating=5.1432929039001465)]"
1266,"[Row(beer_beerid=51494, rating=5.233688831329346), Row(beer_beerid=42941, rating=5.192901134490967)]"
1269,"[Row(beer_beerid=51494, rating=5.002678871154785), Row(beer_beerid=66841, rating=4.973696708679199)]"
1270,"[Row(beer_beerid=52862, rating=5.174971103668213), Row(beer_beerid=51494, rating=4.985342502593994)]"
1274,"[Row(beer_beerid=65602, rating=4.87362813949585), Row(beer_beerid=58479, rating=4.843817710876465)]"
1276,"[Row(beer_beerid=51494, rating=5.02859354019165), Row(beer_beerid=35361, rating=4.963393211364746)]"
1280,"[Row(beer_beerid=65602, rating=5.0347747802734375), Row(beer_beerid=66415, rating=4.8957319259643555)]"
1288,"[Row(beer_beerid=51494, rating=5.0925092697143555), Row(beer_beerid=35361, rating=5.035074234008789)]"
1290,"[Row(beer_beerid=42941, rating=5.357166767120361), Row(beer_beerid=45680, rating=5.328401565551758)]"
1291,"[Row(beer_beerid=35361, rating=4.845218658447266), Row(beer_beerid=51494, rating=4.820599555969238)]"
1294,"[Row(beer_beerid=35361, rating=4.755932331085205), Row(beer_beerid=51494, rating=4.745665550231934)]"
1295,"[Row(beer_beerid=52862, rating=5.041147232055664), Row(beer_beerid=51494, rating=4.928141117095947)]"
1296,"[Row(beer_beerid=51494, rating=5.254162788391113), Row(beer_beerid=52862, rating=5.173445701599121)]"
1300,"[Row(beer_beerid=52862, rating=5.237415313720703), Row(beer_beerid=51494, rating=5.186750411987305)]"
1302,"[Row(beer_beerid=51494, rating=5.294953346252441), Row(beer_beerid=42941, rating=5.187590599060059)]"
1303,"[Row(beer_beerid=42941, rating=5.315268039703369), Row(beer_beerid=67231, rating=5.297389030456543)]"
1304,"[Row(beer_beerid=51494, rating=5.02225923538208), Row(beer_beerid=35361, rating=4.9869608879089355)]"
1306,"[Row(beer_beerid=51494, rating=5.485832691192627), Row(beer_beerid=35361, rating=5.379178524017334)]"
1307,"[Row(beer_beerid=51494, rating=5.072958469390869), Row(beer_beerid=42941, rating=4.987237453460693)]"
1311,"[Row(beer_beerid=52862, rating=4.729701042175293), Row(beer_beerid=54147, rating=4.627212047576904)]"
1322,"[Row(beer_beerid=35361, rating=5.420536518096924), Row(beer_beerid=51494, rating=5.364964962005615)]"
1323,"[Row(beer_beerid=52862, rating=4.998250961303711), Row(beer_beerid=58338, rating=4.986291408538818)]"
1324,"[Row(beer_beerid=42941, rating=4.8616461753845215), Row(beer_beerid=35361, rating=4.855354309082031)]"
1331,"[Row(beer_beerid=45680, rating=5.313273906707764), Row(beer_beerid=76115, rating=5.306493282318115)]"
1332,"[Row(beer_beerid=51494, rating=5.351394176483154), Row(beer_beerid=42941, rating=5.324199199676514)]"
1339,"[Row(beer_beerid=42941, rating=5.030916690826416), Row(beer_beerid=51494, rating=5.006472587585449)]"
1342,"[Row(beer_beerid=45680, rating=4.770694732666016), Row(beer_beerid=76115, rating=4.753540515899658)]"
1344,"[Row(beer_beerid=52862, rating=5.016816139221191), Row(beer_beerid=67231, rating=4.886233806610107)]"
1350,"[Row(beer_beerid=42941, rating=5.020053386688232), Row(beer_beerid=51494, rating=5.018708229064941)]"
1352,"[Row(beer_beerid=51494, rating=5.037852764129639), Row(beer_beerid=35361, rating=4.919992446899414)]"
1363,"[Row(beer_beerid=51494, rating=5.112093925476074), Row(beer_beerid=42941, rating=5.013222694396973)]"
1372,"[Row(beer_beerid=51494, rating=5.029085159301758), Row(beer_beerid=42941, rating=5.007543087005615)]"
1378,"[Row(beer_beerid=52862, rating=4.864043235778809), Row(beer_beerid=67231, rating=4.841897010803223)]"
1382,"[Row(beer_beerid=51494, rating=4.775017738342285), Row(beer_beerid=35361, rating=4.741306781768799)]"
1391,"[Row(beer_beerid=51494, rating=5.102307319641113), Row(beer_beerid=68614, rating=5.014013767242432)]"
1395,"[Row(beer_beerid=51494, rating=4.981151580810547), Row(beer_beerid=42941, rating=4.958859443664551)]"
1398,"[Row(beer_beerid=52862, rating=4.949499130249023), Row(beer_beerid=51494, rating=4.931482791900635)]"
1399,"[Row(beer_beerid=65602, rating=5.232426643371582), Row(beer_beerid=76115, rating=5.169308185577393)]"
1400,"[Row(beer_beerid=52862, rating=5.103507041931152), Row(beer_beerid=42941, rating=5.055922031402588)]"
1404,"[Row(beer_beerid=51494, rating=4.984416961669922), Row(beer_beerid=35361, rating=4.918231964111328)]"
1415,"[Row(beer_beerid=52862, rating=4.809793949127197), Row(beer_beerid=35361, rating=4.655178546905518)]"
1417,"[Row(beer_beerid=42941, rating=5.045363426208496), Row(beer_beerid=51494, rating=5.035443305969238)]"
1418,"[Row(beer_beerid=45680, rating=4.7480292320251465), Row(beer_beerid=76115, rating=4.747982501983643)]"
1425,"[Row(beer_beerid=51494, rating=5.067203521728516), Row(beer_beerid=35361, rating=4.92569637298584)]"
1426,"[Row(beer_beerid=52862, rating=5.259034156799316), Row(beer_beerid=67231, rating=5.157112121582031)]"
1427,"[Row(beer_beerid=52862, rating=5.262842178344727), Row(beer_beerid=42941, rating=5.144678592681885)]"
1434,"[Row(beer_beerid=42941, rating=5.116668224334717), Row(beer_beerid=51494, rating=5.116357326507568)]"
1441,"[Row(beer_beerid=42941, rating=5.1212382316589355), Row(beer_beerid=45680, rating=5.100597381591797)]"
1456,"[Row(beer_beerid=42941, rating=5.069201469421387), Row(beer_beerid=76115, rating=5.055370807647705)]"
1457,"[Row(beer_beerid=42941, rating=4.5554070472717285), Row(beer_beerid=67231, rating=4.551238059997559)]"
1458,"[Row(beer_beerid=51494, rating=4.5997419357299805), Row(beer_beerid=64744, rating=4.543395042419434)]"
1460,"[Row(beer_beerid=51494, rating=4.906813621520996), Row(beer_beerid=45400, rating=4.899633407592773)]"
1466,"[Row(beer_beerid=51494, rating=5.076137542724609), Row(beer_beerid=35361, rating=5.056267261505127)]"
1468,"[Row(beer_beerid=51494, rating=5.109753608703613), Row(beer_beerid=42941, rating=5.071870803833008)]"
1469,"[Row(beer_beerid=51494, rating=5.00294303894043), Row(beer_beerid=42941, rating=4.964434623718262)]"
1473,"[Row(beer_beerid=51494, rating=4.8105788230896), Row(beer_beerid=52862, rating=4.766012191772461)]"
1477,"[Row(beer_beerid=51494, rating=5.159793376922607), Row(beer_beerid=42941, rating=5.117265224456787)]"
1480,"[Row(beer_beerid=42941, rating=5.06920862197876), Row(beer_beerid=45680, rating=5.034332275390625)]"
1483,"[Row(beer_beerid=42941, rating=4.907001495361328), Row(beer_beerid=51494, rating=4.852778434753418)]"
1485,"[Row(beer_beerid=51494, rating=4.828986644744873), Row(beer_beerid=52862, rating=4.762911796569824)]"
1488,"[Row(beer_beerid=51494, rating=4.946983337402344), Row(beer_beerid=42941, rating=4.898881912231445)]"
1489,"[Row(beer_beerid=42941, rating=5.545535564422607), Row(beer_beerid=51494, rating=5.5442891120910645)]"
1491,"[Row(beer_beerid=35361, rating=5.1200761795043945), Row(beer_beerid=51494, rating=5.091831684112549)]"
1493,"[Row(beer_beerid=51494, rating=5.054643154144287), Row(beer_beerid=42941, rating=4.944747447967529)]"
1496,"[Row(beer_beerid=67231, rating=4.776854515075684), Row(beer_beerid=68665, rating=4.768713474273682)]"
1500,"[Row(beer_beerid=52862, rating=5.269942283630371), Row(beer_beerid=42941, rating=5.227974891662598)]"
1504,"[Row(beer_beerid=52862, rating=4.946853160858154), Row(beer_beerid=70645, rating=4.846246242523193)]"
1505,"[Row(beer_beerid=52862, rating=4.853581428527832), Row(beer_beerid=51494, rating=4.831488609313965)]"
1506,"[Row(beer_beerid=51494, rating=4.988849639892578), Row(beer_beerid=42941, rating=4.897302150726318)]"
1507,"[Row(beer_beerid=52862, rating=5.536186695098877), Row(beer_beerid=65602, rating=5.371514320373535)]"
1510,"[Row(beer_beerid=51494, rating=5.0887885093688965), Row(beer_beerid=62900, rating=5.035548686981201)]"
1512,"[Row(beer_beerid=51494, rating=5.153062343597412), Row(beer_beerid=52862, rating=5.071162700653076)]"
1516,"[Row(beer_beerid=51494, rating=5.096786022186279), Row(beer_beerid=52862, rating=5.016965389251709)]"
1522,"[Row(beer_beerid=51494, rating=4.947122097015381), Row(beer_beerid=35361, rating=4.9057745933532715)]"
1525,"[Row(beer_beerid=52862, rating=5.35117244720459), Row(beer_beerid=58479, rating=5.310567378997803)]"
1533,"[Row(beer_beerid=51494, rating=5.046541213989258), Row(beer_beerid=42941, rating=4.993992805480957)]"
1537,"[Row(beer_beerid=51494, rating=5.100662708282471), Row(beer_beerid=35361, rating=5.0342817306518555)]"
1542,"[Row(beer_beerid=52862, rating=5.026341438293457), Row(beer_beerid=65602, rating=5.015512466430664)]"
1546,"[Row(beer_beerid=52862, rating=4.905390739440918), Row(beer_beerid=60829, rating=4.854907512664795)]"
1550,"[Row(beer_beerid=52862, rating=5.01993465423584), Row(beer_beerid=42941, rating=4.747945308685303)]"
1561,"[Row(beer_beerid=42941, rating=5.010237216949463), Row(beer_beerid=76115, rating=4.999866485595703)]"
1564,"[Row(beer_beerid=52862, rating=5.2667107582092285), Row(beer_beerid=67231, rating=4.953985214233398)]"
1565,"[Row(beer_beerid=51494, rating=5.073342800140381), Row(beer_beerid=45680, rating=5.012699127197266)]"
1574,"[Row(beer_beerid=51494, rating=5.208478927612305), Row(beer_beerid=42941, rating=5.19386100769043)]"
1580,"[Row(beer_beerid=52862, rating=5.105844974517822), Row(beer_beerid=67231, rating=4.963149547576904)]"
1582,"[Row(beer_beerid=35361, rating=5.2165679931640625), Row(beer_beerid=42941, rating=5.1730499267578125)]"
1583,"[Row(beer_beerid=35361, rating=5.03361177444458), Row(beer_beerid=52862, rating=5.033473014831543)]"
1586,"[Row(beer_beerid=67231, rating=5.062484264373779), Row(beer_beerid=52862, rating=5.053701877593994)]"
1588,"[Row(beer_beerid=51494, rating=5.30175256729126), Row(beer_beerid=25702, rating=5.194179534912109)]"
1590,"[Row(beer_beerid=51494, rating=5.177567005157471), Row(beer_beerid=35361, rating=5.0593156814575195)]"
1591,"[Row(beer_beerid=1270, rating=5.052708148956299), Row(beer_beerid=65602, rating=5.030210494995117)]"
1595,"[Row(beer_beerid=52862, rating=4.869890213012695), Row(beer_beerid=51494, rating=4.851934432983398)]"
1599,"[Row(beer_beerid=52862, rating=5.353774070739746), Row(beer_beerid=51494, rating=5.202273368835449)]"
1608,"[Row(beer_beerid=42941, rating=4.971510887145996), Row(beer_beerid=45680, rating=4.970643043518066)]"
1613,"[Row(beer_beerid=51494, rating=5.441253662109375), Row(beer_beerid=42941, rating=5.367074012756348)]"
1616,"[Row(beer_beerid=52862, rating=4.925832748413086), Row(beer_beerid=45680, rating=4.8778533935546875)]"
1618,"[Row(beer_beerid=35361, rating=5.0521979331970215), Row(beer_beerid=52862, rating=5.043990612030029)]"
1621,"[Row(beer_beerid=51494, rating=4.659946918487549), Row(beer_beerid=45680, rating=4.549635887145996)]"
1626,"[Row(beer_beerid=51494, rating=4.871683597564697), Row(beer_beerid=54147, rating=4.794378757476807)]"
1633,"[Row(beer_beerid=42941, rating=4.951527118682861), Row(beer_beerid=51494, rating=4.9168291091918945)]"
1634,"[Row(beer_beerid=42941, rating=5.009774684906006), Row(beer_beerid=51494, rating=4.999875545501709)]"
1644,"[Row(beer_beerid=62900, rating=5.041126251220703), Row(beer_beerid=51494, rating=4.9619526863098145)]"
1645,"[Row(beer_beerid=52862, rating=5.070115566253662), Row(beer_beerid=67231, rating=4.8899030685424805)]"
